gloss,freq
George_Washington,1
George's,24
Georgia_O'keeffe,1
Georgina,8
Gerald,2
Geraldine,2
Geraldine_Kaye,1
geranium,1
german,1
Germany,2
germs,3
gestured,2
get,579
getaway,1
gets,52
getting,152
gettit,1
ghastly,7
ghost,91
ghost's,1
ghostly,19
ghosts,19
ghoul,2
ghoulfish,1
ghoulie,1
ghoulish,2
ghouls,3
giant,301
giant's,22
giants,128
gibbons,8
giddy,8
gift,5
gifted,2
gifts,4
gigantic,18
gigantuous,1
giggle,7
giggled,9
Gigglehouse,2
Gigglehouses,1
giggles,4
giggling,4
giggly,3
gilded,1
gilt,1
gimme,3
gin,2
ginger,12
gingerbread,23
gingerbready,1
gingerly,1
gingery,2
giraffe,15
giraffe's,2
giraffes,1
girders,1
girl,197
girl's,29
girls,40
girlsies,1
girly,1
girth,1
give,165
given,33
giver,2
gives,15
giving,34
gizmo,1
Gizzardgulper,8
gizzardgulping,2
glad,29
gladiator,2
gladly,1
gladness,1
glamorous,2
glamourly,1
glance,2
glanced,13
glances,1
glancing,1
glare,1
glared,30
glaring,7
glass,42
glasses,41
glassy,2
gleam,3
gleamed,2
gleaming,2
glee,2
gleefully,5
glide,6
glided,6
glider,4
glides,2
gliding,3
glimmer,1
glimmered,1
glimp,1
glimpse,7
glimpsed,2
glint,1
glinting,1
glistened,1
glistening,2
glistens,1
glitter,6
glittered,2
glittering,4
glittery,2
gloated,1
global,1
globe,2
globules,1
gloom,6
gloomily,3
gloomy,9
gloopy,1
glop,2
Gloria,9
glorious,9
gloriumptious,1
glory,3
gloss,4
glossary,1
glossy,1
Gloucester,1
glove,4
gloves,2
glow,4
glowed,5
glowered,2
glows,2
glubbage,1
glue,32
glued,5
glugged,1
glum,1
glumly,1
glummy,1
glumptious,3
gnarled,1
gnash,1
gnashed,4
gnashing,1
gnasty,1
gnat,3
gnats,5
gnazzle,1
gnibbly,1
gnome,1
gnosh,1
gnozzle,1
gnus,2
go,648
goal,10
goals,3
goat,131
goat's,8
goatherd,2
goats,27
gob,1
gobbit,1
gobble,18
gobbled,12
gobblefunk,1
gobblefunking,1
gobbles,1
gobbling,6
goblin,36
goblin's,5
goblins,6
god,3
godmother,16
gods,4
goes,49
gog,1
goggled,1
gogglers,1
goggles,6
goggling,3
goggly,1
going,474
gold,56
golden,49
goldfish,10
goldie,2
goldie's,1
Goldilocks,10
Goldilocks's,1
golf,4
gollops,1
golly,7
gom,5
gone,155
goner,1
Gonksham,1
gonna,4
goo,11
Goochey,5
Goochey's,1
Goocheys,1
goochy,2
good,416
goodbye,58
goodbyes,2
goodies,2
goodness,27
goods,1
goody,24
gooey,3
googly,4
goose,7
goosebumps,1
goosegruggled,1
gophers,2
Gordon,12
Gordon's,1
gorgeous,16
gorilla,11
gorillas,4
gorse,2
gosh,5
gossip,1
got,537
gotcha,4
gown,20
gowns,2
grab,18
grabbed,49
grabbing,7
grabbles,1
grabs,4
grace,4
graceful,2
gracefully,1
Gracie,63
Gracie_Laroo,4
Gracie's,5
gracious,7
graciously,5
gradual,2
gradually,6
graham,10
Graham,2
graham's,2
Graham's,1
grain,1
grains,4
grampa,1
grams,4
gran,3
gran'ma,14
gran's,2
grand,29
grandad,35
grandad's,6
grandchicks,1
grandchildren,4
grandfather,67
grandfather's,6
grandly,3
grandma,195
grandma's,26
grandmamma,10
grandmamma's,1
grandmas,1
grandmother,33
grandmother's,3
grandmothers,1
grandpa,40
grandpa's,6
grandparents,8
grandpigs,1
grannies,2
granny,22
granny's,1
granola,3
granpa,6
Granthorn,1
grape,3
grapes,10
grasp,3
grasped,2
grasping,2
grass,63
grasses,3
grasshopper,3
grate,2
grated,3
grateful,7
gratefully,3
grating,2
gratitude,1
grave,4
gravel,3
gravely,3
graveyard,11
graveyards,2
gravy,2
gray,1
graze,1
grazing,4
grease,9
greased,1
greaseproof,1
greasy,17
great,337
greater,3
greatest,11
greatly,1
Greece,2
greed,1
greedily,1
greedy,25
greek,4
greeks,3
green,118
greenhouse,8
Greenland,2
greens,1
greeny,2
greet,6
greeted,3
greeting,2
Greta,21
Greta's,1
Gretel,1
grew,64
grey,41
greyer,1
grid,1
grief,1
griggling,1
grim,2
grimly,7
Grimpton,1
Grimptons,1
Grimshaw,9
Grimsludge,1
grin,25
Grin,1
grind,2
grinder,1
grinding,1
grindstone,1
Grinksludger,1
Grinksludgers,1
grinksludging,1
grinned,12
grinning,11
grins,2
grip,5
gripe,1
griping,1
gripped,6
gripping,3
grips,2
grisly,4
gristly,1
grit,3
gritted,2
grittle,1
grizzling,1
grizzly,3
groan,1
groaned,16
groaning,5
groans,4
grobby,1
grobsludging,1
Grobsquiffler,1
Grobswitcher,4
Grobswitchy,1
grocer,14
grocer's,1
groceries,3
groom,3
groomed,1
grooming,1
groove,2
groovy,1
groped,1
gropeflunking,1
gross,5
grossest,1
grotesque,2
grotty,1
grottyn,1
grouch,4
grouching,1
grouchy,2
ground,132
group,5
groups,1
grouse,2
grousing,1
grow,45
growing,40
growing's,1
growl,12
growled,19
growling,14
growls,6
growly,1
grown,36
grows,6
growth,1
grr,9
grrh_rh_rh,1
grrrrrrrr,1
grrruuummble,1
grub,7
grubble,1
grubby,2
grubs,4
grudgingly,1
grueful,1
gruesome,6
gruff,23
Gruff's,1
gruffal,1
Gruffalo,40
Gruffalo's,10
Gruffalos,2
gruffly,1
grumble,5
grumbled,11
grumbling,2
Grummit,1
grump,2
grumpier,1
grumpily,2
grumpy,25
gruncious,1
grunge,1
grunion,2
grunt,2
grunted,6
grunting,1
grunts,1
guarantee,1
guaranteed,1
guard,14
guard's,1
guarded,1
guarding,4
guards,2
guess,17
guessed,8
guessing,2
guest,12
guests,26
guggles,1
guidance,1
guide,10
guided,2
guilty,3
guinea,2
guitar,4
guitars,2
gull,2
gulp,9
gulped,7
gulping,1
gum,2
gumbo,1
gumdrops,2
gumfrog,1
gums,3
gun,6
gunfire,1
gunghummers,1
gungswizzled,1
guns,9
gunzleswiped,1
guppies,2
gurgle,4
gurgled,6
gurgles,1
gurgling,7
gurgly,1
Gurinder,9
Gus,2
gushed,2
gushing,1
gust,1
gustiest,1
guts,6
guy,1
guys,2
guzzle,9
guzzling,18
guzzly,1
gym,13
gymnastics,1
h,9
ha,79
haa,1
haaaaaaaaahhhhhhhhbhh,1
haaaaaahhhhhhh,1
haberdashery,3
habit,4
habitat,3
habits,5
had,1708
haddock,1
hadn't,58
hag,9
hag's,1
hags,1
hah,1
hahahahaha,1
hahahahahahahahahah,1
hahahahahahahahha,1
hai,1
haiku,1
hail,1
hailstones,2
hair,96
hairballs,1
haircut,2
hairdresser,2
hairdressing,1
hairdryer,1
haired,5
hairiness,1
hairs,8
hairspray,1
hairstyle,1
hairy,33
Hairy_Maclary,7
Hakim,1
half,94
halfway,12
hall,35
hallelujah,1
hallo,1
halloween,56
hallway,2
hallways,1
halos,1
halt,3
halted,1
halved,1
halves,1
ham,14
Ham_Edwards,2
Hamburg,2
hamburger,1
hamburgers,1
hamish,7
hammer,9
hammered,2
hammering,3
hammock,4
hammy,2
hampers,1
Hampstead,56
Hampstead_Heath,7
Hampstead's,6
hampster,1
hamster,48
hamster's,1
hamsters,4
Hamza,2
hand,194
handed,34
handful,9
handing,4
handkerchief,7
handkerchiefs,2
handle,26
handled,2
handles,3
handling,1
handmade,1
handover,1
hands,99
handshake,1
handsome,13
handsomely,1
handsomest,1
handstand,1
handwriting,3
handy,1
hang,31
hanger,9
hanging,20
hangs,2
hankie,1
hanky,2
hankypanky,2
Hansen's,1
happen,32
happened,95
happening,12
happenings,1
happens,31
happier,11
happiest,3
happily,26
happiness,7
happy,150
harassment,1
harbor,2
hard,135
hardboiled,1
Hardcastle,15
harder,20
hardest,2
hardly,46
hardness,1
hare,65
hare's,1
hares,9
harm,5
harmless,1
harness,1
Haroun_Al_Rashid,1
harp,1
Harrods,1
harry,3
Harry,1
harsh,1
has,259
hasn't,9
haste,1
hasten,1
hastened,1
hastily,5
hat,138
hatch,1
hatched,2
hate,31
hated,25
hates,6
hating,2
hats,20
hatty,2
haul,1
hauled,1
hauling,1
hauls,1
haunt,4
haunted,8
haunting,5
haus,1
have,1097
haven't,66
having,127
haw,9
hawsers,1
hawthorn,15
hawthorn's,1
haww,1
hay,26
haycock,1
hayloft,2
hazardous,1
hazel,4
hazelnuts,1
he,4620
he'd,148
he'll,22
he's,140
head,372
head's,1
headache,3
headband,2
headed,13
heading,8
headless,3
headlines,2
headmaster,1
headmistress,11
heads,48
headstand,1
healed,1
healer,1
health,4
healthsome,1
healthy,4
heap,3
hear,133
heard,205
hearing,30
hears,5
heart,52
heartbeat,1
hearted,4
heartedly,1
heartily,1
hearts,14
hearty,1
heat,7
Heather_Eyles,1
heave,4
heaved,8
heaven,23
heaven's,3
heavenly,3
heavens,12
heavily,3
heaving,2
heavy,42
heck,2
heckled,1
hedge,10
hedgehog,47
hedgehog's,2
hedgehogs,9
hedges,8
hedgeside,2
hee,33
heee,1
heels,12
hefty,1
heh,6
Heidi,121
Heidi's,23
heigh,2
heigh_nonny_no,1
heighest,1
height,6
heights,2
held,78
Helen,1
Helen_Keller,1
Helga's_Hairset,2
helicopter,5
helicopters,16
hell,4
helllp,1
hello,68
helloo,1
helmet,4
help,196
helped,38
helper,3
helpers,3
helpful,1
helpfully,1
helping,17
helpings,3
helpless,5
helplessly,2
helps,7
helter_skelter,1
hem,3
hematology,2
hen,52
hen'll,1
hen's,6
henhouse,3
Henri's,1
Henry,1388
Henry's,122
hens,5
Henwy,7
her,2051
herbs,4
Hercules,3
Hercules_Morse,6
herd,5
here,341
here's,38
hereby,1
hermit,1
hero,12
hero's,1
heroes,1
heroine,1
heroines,1
herring,1
herrings,1
hers,8
herself,112
hesitate,5
hesitated,8
hesitating,1
hesitation,1
hey,55
heyday,1
hi,10
hibernating,1
hibiscus,1
hic,1
hiccupping,1
hiccups,1
hid,35
hidden,23
hide,53
hideous,6
hides,6
hiding,34
higgledy_piggledy,1
higgling,2
high,141
higher,25
highest,8
highfiving,1
highly,2
highness,3
highness's,1
highway,34
hike,1
hilarious,1
Hilary,1
hildchewing,1
hill,43
hills,7
hillside,1
him,999
himself,190
hind,1
hinged,1
hinges,1
hint,4
hip,30
hippo,5
hippodumplings,1
hippos,2
hippy,2
hips,4
hipswitch,1
his,2595
hiss,5
hissed,35
hissing,3
history,6
hit,30
hitch,1
hitched,1
hits,4
hitting,5
hive,2
hm,30
hmmm,1
hmmmn,2
hmmn,2
hmmp,2
hmph,1
ho,53
ho_ho_ho_ing,1
hoarse,5
hoarsely,1
hobbies,1
hobble,1
hobby,1
hobgoblin,10
Hobson,1
hocks,1
hog,1
hogs,1
Hogway,1
hoist,2
hoisted,4
hoisting,1
hold,79
holder,1
holding,60
holds,4
hole,105
holes,15
holey,1
holiday,23
holidayed,1
holidays,4
hollered,1
hollers,1
hollow,16
holly,4
Holly,2
hollyhock,1
Hollywood,1
home,288
homed,1
homemade,2
homes,2
homesick,2
homework,11
honest,5
honestly,3
honesty,1
honey,33
honeycomb,2
honeyed,1
honeysuckle,1
honk,3
honking,1
honks,2
honky,7
honor,1
honour,3
honourable,2
hoo,1
hood,6
hood',1
hood's,1
hoodoo,3
hoof,10
hoof's,1
hoofprints,1
hook,10
hooked,1
hooks,4
hoooo,5
hoop,5
hoops,1
hooray,32
hoot,3
hooted,1
hooting,1
hoots,1
hoover,1
hoovered,2
hooves,14
hop,27
hope,43
hoped,18
hopeful,3
hopefully,6
hopeless,2
hopes,2
hoping,16
hopped,28
hoppety_hop,1
hopping,11
hoppity,1
hoppy,2
hops,3
hopscotch,1
hopscotchy,1
Horace,14
Horace's,1
Horatio,8
Horatio's,1
horizon,5
horn,15
horned,1
Horner's,1
hornets,2
horns,27
horny,2
horrendous,1
horrible,93
horriblest,1
horribly,6
horrid,476
horridest,1
horrific,1
horrified,3
horrifying,1
horrigust,1
horror,15
horrors,2
horse,65
horse's,4
horsefeathers,2
horseflies,1
horsehair,1
horseracing,1
horseradish,2
horses,25
horseshoes,7
horsey,15
Horsey's,1
Horus,2
hose,7
hosepipe,1
hoses,2
hospital,35
hospitality,1
hospitals,1
host,3
hot,64
hotel,10
hotel's,1
hotlands,1
hots,1
Hottentot,1
Hottentots,1
hotter,3
hound,4
hour,38
hours,49
house,311
household,4
housekeeper,3
housemates,1
houses,23
housework,4
hovered,6
hovering,2
how,571
how'm,1
how's,6
Howard,1
howe,1
however,18
howl,9
howled,30
howler,1
howlers,17
howling,19
howls,5
Howman,2
Hroth,1
hub,1
Hubbard,2
Hubert,89
Hubert's,15
huddle,1
huddled,3
huddling,1
huey,3
huff,2
huffed,6
huffing,1
huffy,1
hug,8
huge,83
hugely,2
hugged,16
hugging,2
Huggybee,1
Hugo,2
hugs,2
Hugtight,5
huh,7
hul_lo,1
hula,4
hull,3
hullabaloo,2
hulllllooooo,2
hullo,3
hullooooo,1
hum,6
human,103
humans,12
humble,1
humbled,1
humbly,1
humbug,1
humiliating,1
hummed,2
humming,5
humour,4
humpback,7
humped,1
Humplecrimp,1
humpty,1
Humpty,4
Humpty's,2
hums,2
hunch,1
hunched,2
hundred,44
hundreds,18
hung,35
hunger,2
hungrier,2
hungry,73
hunk,3
hunky,1
hunt,21
hunted,2
hunter,20
hunter's,1
hunters,4
hunting,25
hunts,1
hurdle,1
hurdles,1
hurl,1
hurled,4
hurling,1
hurrah,3
hurray,9
hurricane,2
hurried,36
hurriedly,4
hurry,41
hurrying,1
hurt,34
hurtful,1
hurting,5
hurtled,2
hurtling,3
hurts,9
husband,20
husband's,2
hush,3
hushed,1
hushy,1
husk,1
huskies,1
husky,1
hustle,1
hut,14
huts,1
huuunh,1
huzzah,3
Hyde,7
hydra,1
hydra's,3
hyena,11
hymn,4
hymns,1
hypnosis,1
hypnotist,9
hypnotists,1
hypnotize,10
hypnotized,6
hypnotizes,1
hyssop,1
i,2
I,4040
i_i_i'm,1
i_i'm,1
I'd,85
I'll,304
I'm,676
i's,1
I've,209
ice,47
ice_cream,18
icebergs,1
iced,5
ices,1
icicles,1
icing,14
ick,3
ickle,2
icky,2
Ickytumtum's,1
icy,4
idea,112
ideal,4
ideas,19
identical,1
identify,1
identity,2
idiot,4
idiotic,1
idiots,2
idle,1
ieeeech,1
if,775
ifs,1
iggety,1
Ignatius,1
ignore,3
ignored,17
ignoring,7
ikebana,3
ikkkky,1
Il_Stupendioso,7
ill,22
illness,2
illnesses,1
illusion,1
illustrate,1
illustrated,2
illustrations,1
illustrator,1
imaginable,2
imaginary,3
imagination,11
imagine,21
imagined,12
imagines,1
imagining,1
immaculate,1
immediately,23
immensely,1
immersed,1
Impatience,1
impatient,3
impatiently,4
implore,2
imploring,1
importance,1
important,50
importantly,2
imposing,1
impossible,22
impress,1
impressed,6
impressive,4
imprisoned,2
improve,3
improved,3
improving,1
in,3733
in_between,1
in_situ,1
inability,2
inc,1
incapable,2
inch,6
inched,1
inches,3
inching,1
incident,9
incidentally,1
include,1
includes,1
including,8
inconsolable,1
incredible,4
incredibly,6
indebted,1
indeed,43
India,1
indian,5
indians,1
Indiarubber,1
indicated,1
indicating,1
indies,1
indignant,2
indignantly,4
indigo,4
individual,1
indoor,2
indoors,3
inevitably,1
inexplicable,1
infinite,1
infirm,1
inform,2
information,2
ing,4
ingenuity,1
ingredients,4
inherited,2
initial,2
injection,25
injections,9
injured,2
injury,1
ink,4
inky_booky,1
inn,1
innocently,1
insect,5
insects,5
inserted,1
inside,158
insides,2
insis_s_s_t,1
insist,12
insisted,1
insistent,1
insomnia,2
insomnis,1
inspect,2
inspected,2
inspecting,1
inspired,3
inspiring,1
install,1
instance,5
instant,5
instantly,5
instead,86
instinctively,1
instructed,1
instructing,1
instructions,17
instrument,3
insult,1
insulted,1
intelligent,6
intended,2
intense,2
intention,1
intently,3
intercept,1
interest,12
interested,9
interestedly,1
interesting,21
intergalactic,1
interminable,1
internal,1
international,3
interpreting,1
interrupt,4
interrupted,7
interrupting,2
intertwined,1
intertwining,1
intervention,1
interview,3
interviewed,3
intestinal,1
into,945
intoned,2
intrigued,2
introduce,2
introduced,4
introduction,1
invade,1
invaded,1
invader,1
invasion,2
invented,3
inventing,1
invention,3
inventor,1
inventors,1
invents,1
invest,1
investigate,1
invisibility,1
invisible,18
invitation,3
invitations,7
invite,3
invited,13
inviting,1
involve,1
involved,1
involving,1
inwards,1
ippy,2
iron,7
ironing,1
irons,2
irresponsible,1
irritating,3
is,2440
ish,1
Isis,1
island,17
islands,2
isle,1
isles,1
isn't,103
issue,2
issued,2
issues,1
ist,1
it,4026
it'll,11
it's,789
Italy,2
itch,3
itched,1
itching,2
itchy,5
item,1
items,6
its,198
itself,36
itty,1
iucn,1
Ivan,3
ivory,2
ivy,1
izzz,1
izzzzzzzzz,1
j,3
jab,2
jabbed,4
jabbeling,3
jabbling,1
jack,35
Jack,22
Jack_Horner,1
jack_in_a_box,1
jack_in_the_box,1
jack's,4
jackal,1
jacket,7
Jackie,5
Jackie_Robinson,1
jacky,1
Jacqueline,18
Jacqueline's,1
jade,1
Jade,3
jagged,1
jah,1
jail,3
jalous,1
jam,7
Jamaica,1
James,58
James's,2
jammed,2
jams,1
Jane,13
Jane_Addams,1
Jane_Eyre,1
Janet_McNeill,1
jango,1
Japan,1
japanese,4
jar,80
jarfuls,1
jars,18
jauntily,1
jaw,7
jaws,10
jazzy,1
jealous,8
jealousy,1
jeans,4
jeep,6
jeeps,6
jeered,4
jeering,1
jeers,1
Jekyll's,1
jellies,1
jelly,17
jelly's,1
jellyfish,3
jellyish,2
Jennifer,1
Jenny,4
Jeremy,36
jerk,2
jerked,4
jersey,3
jerseys,1
Jess,3
jester's,1
jet,4
jeté,1
jets,1
jewel,1
jeweled,1
jewelery,4
jewelled,1
jewels,6
Jia_Su_Martha,1
jife,1
jiffy,1
jig,3
jiggered,1
jigging,1
jiggins,1
jiggle,4
jiggled,3
jiggling,3
jiggly,3
jiggyraffes,1
jigsaw,3
Jill,2
Jim,29
Jim's,2
jimmy,23
jingling,1
Jini,1
Jini_Barb,1
jipping,1
jittery,1
jive,1
Jo,16
Joan_Aiken,1
Joan_G_Robinson,1
Joanna,18
Joanna's,1
job,46
jobs,5
jockey,10
jockeys,6
Joe,11
jog,5
jogged,5
jogging,1
joggled,1
Joghopper,1
jogs,1
john,3
John_Brown,19
Johnny,6
johns,1
Johnson,1
join,35
joined,14
joining,3
joints,1
joke,19
joked,2
joker,1
jokes,20
joking,8
jolly,39
Jones,6
Josephine,1
josh,3
Josh,3
jotted,1
journey,20
journeyed,1
journeys,1
jousting,1
joy,23
Joyce_Lankester_Brisley,1
joyful,3
joyfully,1
jucier,1
judge,2
jug,16
jug_jug_jugful,1
jugful,3
juggling,1
jugs,1
juice,19
juices,1
juicier,1
juicy,11
jujube,1
Julia,1
Julia_Donaldson,2
Julian,17
Julian's,8
Julie,21
July,1
jumble,2
jumbly,3
jumbo,5
Jumbo,1
jump,54
jumped,101
jumpelling,1
jumper,3
jumpers,2
jumping,26
jumps,10
jumpsquiffling,1
jumpsy,2
jumpy,11
junction,1
June,4
jungle,12
junk,4
Jupiter,10
Jurassic,1
just,831
justice,1
juts,1
jutting,1
k,3
kaleidoscope,1
kangaroos,1
karate,1
Kari,11
Kate,1
Katie,6
Katy,13
Katy's,1
kebabs,3
keeled,1
keen,11
keenest,1
keep,139
keeper,9
keepers,5
keeping,15
keeps,8
Keith,1
kennel,2
kept,77
kernel,2
ketchup,11
kettle,6
kettle's,1
Kevin,34
Kevin's,6
Kew,2
key,27
keyhole,3
keyholes,1
keypad,1
keyring,1
keys,1
khaki,1
kick,21
kicked,26
kicking,9
kicks,5
kicksy,2
kid,7
kiddles,1
kidney,3
kids,21
kidsnatched,1
kill,19
killed,5
killer,12
killers,1
killing,14
kills,1
Killy_Kranky,10
kilos,1
Kilpatrick,48
Kilpatrick's,7
kin,1
kind,101
kinder,1
kindest,1
kindling,1
kindly,14
kindness,2
kindnesses,1
kinds,10
king,269
King_Kong,1
king's,14
kingcups,4
kingdom,12
kings,9
kippers,1
kippy,2
kiss,21
kissed,10
kisses,5
kissing,1
kit,23
kitchen,127
kite,9
kites,3
kitshun,1
kitten,12
kittens,7
kitty,3
klein,1
knack,1
knackety,5
knapsack,2
knee,11
kneeling,1
knees,30
knelt,10
knew,165
knickerbockers,3
knickers,3
knife,9
knifing,1
knight,11
knightly,1
knights,4
knit,3
knitted,5
knitter,1
knitting,5
knives,2
knobbles,1
knobblier,1
knobbly,3
knobby,1
knock,26
knock',1
knocked,17
knocker,1
knocking,10
knoooow,1
knot,7
knots,1
knotted,2
knotty,1
know,439
knoweverything,1
knowing,27
knowledge,5
known,24
knows,34
koala,1
kooka,3
Korea,2
korean,1
kraken,1
Kranky,99
Kranky's,2
kudu,1
kungfu,3
l,5
l_leave,1
l'm,1
l've,1
la,5
La,7
la_la_la,2
la_la_la_la,1
label,20
labelled,5
labels,11
lable,1
laboratory,1
laborious,1
labrador,1
labradors,1
lace,3
laces,5
lachanophobia,1
lacy,1
lad,6
ladder,16
ladders,4
laden,1
ladies,7
ladle,3
ladled,1
ladles,1
lady,143
lady's,15
ladybird,45
ladybirds,2
lagoon,1
laid,24
lair,3
lake,26
Laker,1
lakes,3
Lama,1
lambs,1
Lambton,1
lame,1
lamp,2
lamplight,1
lampposts,1
lamps,10
lampshades,1
land,48
landed,48
lander,3
landing,20
landlubbers,1
landlubbin,1
lands,7
landscape,5
lane,12
lanes,2
language,6
languages,1
langwitch,2
lanky,6
lanterns,1
lap,12
Lapland,1
lappet,2
lapping,2
Lapsang,3
Lapsang's,3
laptop,1
Lara,21
Laraminta_Hepsibar,1
larder,11
large,97
larger,6
largest,2
lark,2
larks,1
lasers,2
lashing,2
lashings,1
lasso,3
last,217
lastly,1
lasts,1
late,66
lately,1
later,59
latest,7
latin,3
laugh,36
laughed,82
laughing,42
laughs,1
laughter,17
laundry,4
Laura,9
lava,1
lavatory,2
lavender,1
law,1
lawn,11
lawnmower,1
lawns,3
lay,78
layers,2
laying,2
lays,2
lazed,1
lazer,8
lazily,1
laziness,1
lazy,28
le,3
lead,17
leader,11
leading,12
leads,4
leaf,47
leafing,1
leafless,1
leafy,3
leaked,2
leaking,1
leaks,1
leaky,1
lean,5
leaned,20
leaning,8
leans,1
leap,11
leaped,38
leaper,1
leaping,19
leaps,7
learn,29
learned,24
learning,7
learns,2
learnt,2
leash,1
least,38
leather,8
leave,83
leaves,69
leaving,24
lecture,3
lectured,1
led,28
ledge,5
lee,2
Lee_Wee,6
leech,2
left,184
leftover,1
leftovers,1
lefts,2
leg,33
legend,1
legendary,1
legged,8
leggo,2
leggy,1
legless,1
legs,137
leisure,2
lello,3
lemon,9
lemonade,9
lemons,1
lemurs,1
lend,2
length,8
lengths,1
lengthways,1
lenses,1
lent,2
Leo,102
Leo's,7
Leonard,16
Leonard's,1
leopard,5
leopardfish,2
leopards,4
les,1
less,31
lesson,6
lessons,8
Lester,7
let,202
let's,98
lets,4
letter,24
letterbox,7
letters,49
letting,11
lettuce,1
lettuces,5
level,4
levered,1
liar,4
Libby,8
liberated,1
liberty,2
librarian,2
libraries,1
library,18
license,1
licensed,1
lick,4
licked,12
Licken,1
licking,5
licks,3
lickswishy,1
lid,18
lids,3
lie,19
lied,3
lies,6
life,102
life's,1
lifeboat,1
lifeguard,1
lifelong,1
lifestyle,1
lifetime,1
lift,24
lifted,38
lifting,4
lifts,3
light,72
light's,1
lightbulb,1
lighter,3
lightest,1
Lightfoot,2
lighting,1
lightly,5
lightness,1
lightning,10
lights,18
lightweight,1
lijjle,1
like,984
liked,81
likely,11
likeness,1
likes,25
liking,1
lilac,3
lilies,3
lily,8
limb,2
limbs,3
lime,3
limes,1
limited,1
limits,1
limp,4
limped,5
limping,3
Linda,14
Linda_Allen,1
Linda_Greenbury,1
line,30
lined,11
lines,13
lion,49
lion's,3
lions,10
lip,7
lippy,4
lips,20
lipstick,1
lipsticks,1
liquid,8
liquids,1
Lisa,27
Lisa's,1
lisped,2
lisping,2
Liss_Norton,1
list,34
listed,2
listen,67
listened,31
listener,2
listening,30
listens,1
lists,3
lit,22
Litchen,2
lite,1
literally,1
lites,1
littel,1
litter,6
littered,1
littering,1
litters,1
little,959
Little_Friend_Susan,2
littlest,10
live,45
lived,69
lively,3
liver,2
livers,1
lives,29
livestock,1
living,42
Liz,11
lizard,7
lizards,3
llama,2
load,7
loaded,3
loading,3
loads,8
loaf,3
lobby,2
lobster,5
lobsters,1
local,3
located,1
lock,10
locked,8
locking,3
locks,3
lofty,1
log,18
Logan,15
logs,8
Lola,66
lollies,3
lollipop,10
lolloping,1
lolly,2
London,31
Londond,1
lone,1
lonely,24
lonesome,2
long,357
longed,4
longer,55
longest,13
longing,5
longingly,4
loo,11
look,470
looked,525
looking,216
looks,62
loom,1
loomed,3
looms,1
loop,1
looped,4
looping,1
loos,1
loose,8
loosened,1
loosening,1
loot,1
looting,1
loped,3
lopped,1
lopsided,1
lord,6
lords,1
lorries,1
lorry,5
lose,26
loser,1
losers,1
loses,1
losing,7
loss,2
lost,102
lot,105
lotion,5
lots,87
Lotta,3
loud,59
louder,15
loudest,4
loudly,38
loudspeaker,1
Louis,1
lounge,3
loungers,2
love,141
love_lies_bleeding,1
loved,69
lovelier,1
loveliest,5
lovely,115
Lovely,12
lover,1
loves,26
loving,6
lovingly,1
low,39
lowder,1
lower,11
lowered,16
lowering,1
lowest,1
loyal,4
LTD,2
luck,24
luckily,9
lucky,42
luctuous,1
Lucy,34
Lucy's,3
luggage,6
lugged,1
Luke,67
Luke's,4
lulls,1
lumbered,3
lummox,1
lump,3
lumps,7
lumpy,11
Luna,25
lunar,3
lunatic,1
lunch,52
lunchbox,6
lunches,3
lunchtime,10
lunged,2
lungs,2
lupin,1
lurch,1
lurched,2
lurches,1
lurking,4
lurks,1
luscious,2
luv,1
luxurious,2
luxury,1
Lydia,1
lying,56
Lyle,1
Lynne_Reid_Banks,1
Lyon,1
m,21
ma,6
ma'am,24
Mac,1
macaroni,18
machine,11
machines,8
macintosh,1
mackerel,1
mad,21
madam,13
madame,7
made,309
madly,1
madness,2
magazine,4
magazines,1
Maggie,2
Maggie_Mcmuddle,11
maggot,1
maggots,2
maggotwise,1
maggoty,2
magic,110
magical,13
magician,4
magician's,1
magistrate,7
magistrate's,1
magnetic,1
magnificent,16
magnificently,1
magpies,2
mahogany,1
maid,21
maid's,1
maiden's,1
Maidmasher,4
main,6
mainly,5
majester,18
majester's,1
majesty,53
majesty's,1
major,3
make,317
make_over,1
make_overs,2
maker,5
makers,2
makes,39
making,101
Malay,1
mallet,3
Malorie_Blackman,1
mam,15
mam's,9
mama,1
mamas,1
mamma,11
man,271
man's,11
manage,14
managed,22
manager,19
managing,2
mane,6
mange,1
mango,14
mangy,1
Manhugger,6
maniac,1
manners,7
mansion,1
manteia,1
mantelpiece,2
mantelpieces,2
mantis,2
many,125
map,24
maple,1
maps,1
Marabou,2
marble,2
marbles,3
march,7
marched,22
marches,1
marching,4
Margaret,300
Margaret_Mahy,3
Margaret_Mayo,1
Margaret_Wise_Brown,1
Margaret's,32
margarine,4
Marianne,9
marigold,3
marigolds,2
Marilyn,33
Marilyn's,3
mark,4
Mark,26
mark's,9
marked,3
marker,1
market,11
marketplace,1
marking,1
marks,7
Marmaduke,11
Marmaduke's,1
marmalade,5
marriage,5
married,14
marries,1
marrows,1
marry,9
marrying,1
mars,2
Mars,1
marshal,4
marshal's,1
marshalloween,1
marshmallows,3
Martha,3
martian_mellows,1
martin,9
Martin,2
Martin_Luther_King_Jr,1
Marv,8
marvel,3
marveled,1
marvelous,33
marvelously,1
marvels,1
marvelus,1
Marvin,1
Mary,24
Mary_Anne,1
Mary_Rayner,1
Mary's,1
